club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/oliver-skipp/profil/spieler/406638,Oliver Skipp,Defensive Midfield,7200000.00,2000-09-16 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/victor-wanyama/profil/spieler/77760,Victor Wanyama,Defensive Midfield,6500000.00,1991-06-25 00:00:00,Kenya
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/harvey-white/profil/spieler/581598,Harvey White,Defensive Midfield,-1,2001-09-19 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/tanguy-ndombele/profil/spieler/450936,Tanguy Ndombélé,Central Midfield,52000000.00,1996-12-28 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/giovani-lo-celso/profil/spieler/348795,Giovani Lo Celso,Central Midfield,40000000.00,1996-04-09 00:00:00,Argentina
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/moussa-sissoko/profil/spieler/46001,Moussa Sissoko,Central Midfield,20000000.00,1989-08-16 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/gedson-fernandes/profil/spieler/337800,Gedson Fernandes,Central Midfield,13500000.00,1999-01-09 00:00:00,Portugal
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/christian-eriksen/profil/spieler/69633,Christian Eriksen,Attacking Midfield,68000000.00,1992-02-14 00:00:00,Denmark
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/dele-alli/profil/spieler/207929,Dele Alli,Attacking Midfield,64000000.00,1996-04-11 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/heung-min-son/profil/spieler/91845,Heung-min Son,Left Winger,64000000.00,1992-07-08 00:00:00,"Korea, South"
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/steven-bergwijn/profil/spieler/284165,Steven Bergwijn,Left Winger,28000000.00,1997-10-08 00:00:00,Netherlands
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/georges-kevin-nkoudou/profil/spieler/215679,Georges-Kevin N'Koudou,Left Winger,3500000.00,1995-02-13 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/lucas-moura/profil/spieler/77100,Lucas Moura,Right Winger,32000000.00,1992-08-13 00:00:00,Brazil
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/erik-lamela/profil/spieler/111630,Erik Lamela,Right Winger,16000000.00,1992-03-04 00:00:00,Argentina
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/harry-kane/profil/spieler/132098,Harry Kane,Centre-Forward,120000000.00,1993-07-28 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/troy-parrott/profil/spieler/552655,Troy Parrott,Centre-Forward,3600000.00,2002-02-04 00:00:00,Ireland
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/kepa/profil/spieler/192279,Kepa,Goalkeeper,32000000.00,1994-10-03 00:00:00,Spain
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/willy-caballero/profil/spieler/19948,Willy Caballero,Goalkeeper,600000,1981-09-28 00:00:00,Argentina
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/jamie-cumming/profil/spieler/396859,Jamie Cumming,Goalkeeper,450000,1999-09-04 00:00:00,England
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/antonio-rudiger/profil/spieler/86202,Antonio Rüdiger,Centre-Back,40000000.00,1993-03-03 00:00:00,Germany
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/kurt-zouma/profil/spieler/157509,Kurt Zouma,Centre-Back,28000000.00,1994-10-27 00:00:00,France
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/andreas-christensen/profil/spieler/196948,Andreas Christensen,Centre-Back,24000000.00,1996-04-10 00:00:00,Denmark
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/fikayo-tomori/profil/spieler/303254,Fikayo Tomori,Centre-Back,16000000.00,1997-12-19 00:00:00,England
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/marc-guehi/profil/spieler/392757,Marc Guehi,Centre-Back,2700000.00,2000-07-13 00:00:00,England
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/dynel-simeu/profil/spieler/503976,Dynel Simeu,Centre-Back,-1,2002-03-13 00:00:00,England
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/emerson/profil/spieler/181778,Emerson,Left-Back,24000000.00,1994-08-03 00:00:00,Italy
https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,/marcos-alonso/profil/spieler/112515,Marcos Alonso,Left-Back,20000000.00,1990-12-28 00:00:00,Spain
